Treebank,Encoding,Language Model,Finetuned,Pretrained,UAS,LAS,CLAS,MLAS,BLEX,
UD_Ancient_Greek-Perseus,2-planar-brackets-greedy,google/canine-s,not_finetuned,not_pretrained,21.56,13.56,7.68,2.24,0.0,
UD_Ancient_Greek-Perseus,rel-pos,google/canine-s,finetuned,pretrained,59.92,52.49,46.55,9.75,0.0,
UD_Ancient_Greek-Perseus,rel-pos,google/canine-s,not_finetuned,pretrained,35.32,25.9,17.38,4.08,0.0,
UD_Ancient_Greek-Perseus,rel-pos,google/canine-s,not_finetuned,not_pretrained,30.65,21.1,12.14,4.38,0.0,
UD_Ancient_Greek-Perseus,arc-hybrid,google/canine-s,finetuned,pretrained,55.46,47.7,41.05,9.4,0.0,
UD_Ancient_Greek-Perseus,arc-hybrid,google/canine-s,not_finetuned,pretrained,28.27,20.31,10.75,2.52,0.0,
UD_Ancient_Greek-Perseus,arc-hybrid,google/canine-s,not_finetuned,not_pretrained,22.0,15.43,5.96,2.04,0.0,
UD_Chinese-GSDSimp,rel-pos,google/canine-s,not_finetuned,not_pretrained,31.71,24.83,20.0,10.48,0.0,
UD_Chinese-GSDSimp,rel-pos,google/canine-s,not_finetuned,pretrained,41.67,34.98,30.96,17.76,0.0,
UD_Chinese-GSDSimp,rel-pos,google/canine-s,finetuned,pretrained,58.46,53.39,52.06,34.94,0.0,
UD_Chinese-GSDSimp,2-planar-brackets-greedy,google/canine-s,not_finetuned,not_pretrained,22.16,13.61,9.67,3.74,0.0,
UD_Chinese-GSDSimp,2-planar-brackets-greedy,google/canine-s,not_finetuned,pretrained,38.24,24.92,21.89,12.5,0.0,
UD_Chinese-GSDSimp,2-planar-brackets-greedy,google/canine-s,finetuned,pretrained,60.43,50.44,47.57,33.44,0.0,
UD_Chinese-GSDSimp,arc-hybrid,google/canine-s,not_finetuned,not_pretrained,20.94,14.99,10.64,3.66,0.0,
UD_Chinese-GSDSimp,arc-hybrid,google/canine-s,not_finetuned,pretrained,30.39,23.54,20.51,10.62,0.0,
UD_Chinese-GSDSimp,arc-hybrid,google/canine-s,finetuned,pretrained,58.19,51.02,49.57,34.49,0.0,
UD_Chinese-GSDSimp,rel-pos,google/canine-c,not_finetuned,not_pretrained,31.11,24.74,20.0,10.13,0.0,
UD_Chinese-GSDSimp,rel-pos,google/canine-c,not_finetuned,pretrained,33.55,25.67,23.19,13.07,0.0,
UD_Chinese-GSDSimp,rel-pos,google/canine-c,finetuned,pretrained,42.74,35.53,33.52,19.34,0.0,
UD_Chinese-GSDSimp,2-planar-brackets-greedy,google/canine-c,not_finetuned,not_pretrained,22.16,13.61,9.67,3.74,0.0,
UD_Chinese-GSDSimp,2-planar-brackets-greedy,google/canine-c,not_finetuned,pretrained,26.57,14.55,12.59,5.98,0.0,
UD_Chinese-GSDSimp,2-planar-brackets-greedy,google/canine-c,finetuned,pretrained,30.69,19.97,18.78,10.15,0.0,
UD_Chinese-GSDSimp,arc-hybrid,google/canine-c,not_finetuned,not_pretrained,20.94,14.99,10.64,3.66,0.0,
UD_Chinese-GSDSimp,arc-hybrid,google/canine-c,not_finetuned,pretrained,21.41,14.71,12.88,5.12,0.0,
UD_Chinese-GSDSimp,arc-hybrid,google/canine-c,finetuned,pretrained,37.86,28.65,27.2,14.64,0.0,
UD_Chinese-GSDSimp,rel-pos,bert-base-multilingual-cased,not_finetuned,not_pretrained,31.72,25.42,19.29,10.06,0.0,
UD_Chinese-GSDSimp,rel-pos,bert-base-multilingual-cased,not_finetuned,pretrained,53.74,48.81,45.54,30.22,0.0,
UD_Chinese-GSDSimp,rel-pos,bert-base-multilingual-cased,finetuned,pretrained,74.36,71.56,71.13,53.02,0.0,
UD_Chinese-GSDSimp,2-planar-brackets-greedy,bert-base-multilingual-cased,not_finetuned,not_pretrained,18.41,10.95,6.81,2.6,0.0,
UD_Chinese-GSDSimp,2-planar-brackets-greedy,bert-base-multilingual-cased,not_finetuned,pretrained,51.71,42.11,39.9,26.68,0.0,
UD_Chinese-GSDSimp,2-planar-brackets-greedy,bert-base-multilingual-cased,finetuned,pretrained,81.2,76.22,74.66,57.68,0.0,
UD_Chinese-GSDSimp,arc-hybrid,bert-base-multilingual-cased,not_finetuned,not_pretrained,21.34,14.23,8.93,3.05,0.0,
UD_Chinese-GSDSimp,arc-hybrid,bert-base-multilingual-cased,not_finetuned,pretrained,45.1,39.14,35.98,22.97,0.0,
UD_Chinese-GSDSimp,arc-hybrid,bert-base-multilingual-cased,finetuned,pretrained,78.19,74.33,73.71,57.44,0.0,
UD_Chinese-GSDSimp,rel-pos,xlm-roberta-base,not_finetuned,not_pretrained,19.98,12.32,13.25,5.87,0.0,
UD_Chinese-GSDSimp,rel-pos,xlm-roberta-base,not_finetuned,pretrained,38.42,32.42,28.76,16.58,0.0,
UD_Chinese-GSDSimp,rel-pos,xlm-roberta-base,finetuned,pretrained,74.63,71.83,72.35,54.0,0.0,
UD_Chinese-GSDSimp,2-planar-brackets-greedy,xlm-roberta-base,not_finetuned,not_pretrained,3.57,1.85,1.34,0.31,0.0,
UD_Chinese-GSDSimp,2-planar-brackets-greedy,xlm-roberta-base,not_finetuned,pretrained,27.79,17.66,14.63,7.23,0.0,
UD_Chinese-GSDSimp,2-planar-brackets-greedy,xlm-roberta-base,finetuned,pretrained,80.49,75.91,74.93,57.69,0.0,
UD_Chinese-GSDSimp,arc-hybrid,xlm-roberta-base,not_finetuned,not_pretrained,10.5,5.68,6.07,0.27,0.0,
UD_Chinese-GSDSimp,arc-hybrid,xlm-roberta-base,not_finetuned,pretrained,23.48,19.06,14.53,5.9,0.0,
UD_Chinese-GSDSimp,arc-hybrid,xlm-roberta-base,finetuned,pretrained,79.52,75.82,76.24,59.84,0.0,
UD_Ligurian-GLT,relative,xlm-roberta-base,not_finetuned,not_pretrained,27.5,16.7,5.36,0.89,0.0,
UD_Ligurian-GLT,relative,xlm-roberta-base,not_finetuned,pretrained,14.64,6.62,5.78,1.36,0.0,
UD_Ligurian-GLT,relative,xlm-roberta-base,finetuned,pretrained,28.5,11.47,0.0,0.0,0.0,
UD_Bhojpuri-BHTB,relative,xlm-roberta-base,not_finetuned,not_pretrained,32.27,24.6,14.6,1.6,0.0,
UD_Bhojpuri-BHTB,relative,xlm-roberta-base,not_finetuned,pretrained,35.46,26.78,17.47,1.84,0.0,
UD_Bhojpuri-BHTB,relative,xlm-roberta-base,finetuned,pretrained,37.06,27.42,17.1,1.98,0.0,
UD_Kiche-IU,relative,xlm-roberta-base,not_finetuned,not_pretrained,49.18,39.5,34.04,12.88,0.0,
UD_Kiche-IU,relative,xlm-roberta-base,not_finetuned,pretrained,45.16,33.08,29.01,10.12,0.0,
UD_Kiche-IU,relative,xlm-roberta-base,finetuned,pretrained,62.4,50.29,43.38,17.62,0.0,
UD_Guajajara-TuDeT,relative,xlm-roberta-base,not_finetuned,not_pretrained,46.89,31.09,27.16,4.78,0.0,
UD_Guajajara-TuDeT,relative,xlm-roberta-base,not_finetuned,pretrained,40.67,12.94,1.85,0.0,0.0,
UD_Guajajara-TuDeT,relative,xlm-roberta-base,finetuned,pretrained,46.55,19.83,17.13,0.0,0.0,
UD_Skolt_Sami-Giellagas,relative,xlm-roberta-base,not_finetuned,not_pretrained,21.46,10.53,7.88,0.64,0.0,
UD_Skolt_Sami-Giellagas,relative,xlm-roberta-base,not_finetuned,pretrained,25.37,8.5,7.38,0.0,0.0,
UD_Skolt_Sami-Giellagas,relative,xlm-roberta-base,finetuned,pretrained,25.78,9.58,9.39,0.0,0.0,
UD_Armenian-ArmTDP,relative,xlm-roberta-base,not_finetuned,not_pretrained,31.46,18.06,12.83,2.99,0.0,
UD_Armenian-ArmTDP,relative,xlm-roberta-base,not_finetuned,pretrained,41.54,30.87,23.72,5.86,0.0,
UD_Armenian-ArmTDP,relative,xlm-roberta-base,finetuned,pretrained,59.5,54.12,49.59,8.23,0.0,
UD_Welsh-CCG,relative,xlm-roberta-base,not_finetuned,not_pretrained,34.62,21.64,17.16,2.08,0.0,
UD_Welsh-CCG,relative,xlm-roberta-base,not_finetuned,pretrained,47.17,30.1,24.56,2.06,0.0,
UD_Welsh-CCG,relative,xlm-roberta-base,finetuned,pretrained,64.7,55.37,49.01,4.96,0.0,
UD_Vietnamese-VTB,relative,xlm-roberta-base,not_finetuned,not_pretrained,26.83,14.64,14.39,11.61,0.0,
UD_Vietnamese-VTB,relative,xlm-roberta-base,not_finetuned,pretrained,26.21,19.25,21.81,19.81,0.0,
UD_Vietnamese-VTB,relative,xlm-roberta-base,finetuned,pretrained,54.77,48.73,51.24,41.86,0.0,
UD_Basque-BDT,relative,xlm-roberta-base,not_finetuned,not_pretrained,27.23,18.66,11.66,4.14,0.0,
UD_Basque-BDT,relative,xlm-roberta-base,not_finetuned,pretrained,40.63,32.8,27.81,10.08,0.0,
UD_Basque-BDT,relative,xlm-roberta-base,finetuned,pretrained,73.89,70.49,70.15,26.71,0.0,
UD_Bulgarian-BTB,relative,xlm-roberta-base,not_finetuned,not_pretrained,32.79,26.16,17.81,0.43,0.0,
UD_Bulgarian-BTB,relative,xlm-roberta-base,not_finetuned,pretrained,51.87,46.05,43.36,0.67,0.0,
UD_Bulgarian-BTB,relative,xlm-roberta-base,finetuned,pretrained,89.11,86.68,83.93,1.58,0.0,
UD_Turkish-BOUN,relative,xlm-roberta-base,not_finetuned,not_pretrained,40.43,23.91,14.38,3.8,0.0,
UD_Turkish-BOUN,relative,xlm-roberta-base,not_finetuned,pretrained,47.33,38.13,31.54,6.61,0.0,
UD_Turkish-BOUN,relative,xlm-roberta-base,finetuned,pretrained,73.64,68.09,65.69,10.6,0.0,
UD_Ancient_Greek-Perseus,relative,xlm-roberta-base,not_finetuned,not_pretrained,24.98,14.29,6.85,2.06,0.0,
UD_Ancient_Greek-Perseus,relative,xlm-roberta-base,not_finetuned,pretrained,32.77,25.61,17.04,3.39,0.0,
UD_Ancient_Greek-Perseus,relative,xlm-roberta-base,finetuned,pretrained,70.61,65.01,58.76,11.61,0.0,
UD_Chinese-GSDSimp,relative,xlm-roberta-base,not_finetuned,not_pretrained,28.39,11.53,12.21,6.2,0.0,
UD_Chinese-GSDSimp,relative,xlm-roberta-base,not_finetuned,pretrained,34.99,25.09,21.63,12.96,0.0,
UD_Chinese-GSDSimp,relative,xlm-roberta-base,finetuned,pretrained,67.47,64.07,64.97,47.55,0.0,
UD_Chinese-GSDSimp,rel-pos,xlm-roberta-base,not_finetuned,not_pretrained,20.45,12.47,13.47,6.05,0.0,
UD_Chinese-GSDSimp,rel-pos,xlm-roberta-base,not_finetuned,pretrained,30.44,22.71,19.47,9.79,0.0,
UD_Chinese-GSDSimp,rel-pos,xlm-roberta-base,finetuned,pretrained,74.72,71.91,72.18,53.68,0.0,
UD_Ligurian-GLT,relative,google/canine-s,not_finetuned,not_pretrained,26.87,13.48,2.12,0.0,0.0,
UD_Ligurian-GLT,relative,google/canine-s,not_finetuned,pretrained,22.89,12.48,10.89,2.01,0.0,
UD_Ligurian-GLT,relative,google/canine-s,finetuned,pretrained,27.74,13.1,0.47,0.0,0.0,
UD_Ligurian-GLT,relative,google/canine-c,not_finetuned,not_pretrained,25.86,13.24,2.23,0.28,0.0,
UD_Ligurian-GLT,relative,google/canine-c,not_finetuned,pretrained,20.97,10.46,4.37,0.87,0.0,
UD_Ligurian-GLT,relative,google/canine-c,finetuned,pretrained,28.26,11.04,0.0,0.0,0.0,
UD_Ligurian-GLT,relative,bert-base-multilingual-cased,not_finetuned,not_pretrained,26.34,16.6,5.65,0.14,0.0,
UD_Ligurian-GLT,relative,bert-base-multilingual-cased,not_finetuned,pretrained,31.81,21.21,7.55,1.28,0.0,
UD_Ligurian-GLT,relative,bert-base-multilingual-cased,finetuned,pretrained,33.54,17.56,0.81,0.16,0.0,
UD_Bhojpuri-BHTB,relative,google/canine-s,not_finetuned,not_pretrained,29.23,22.42,12.14,0.91,0.0,
UD_Bhojpuri-BHTB,relative,google/canine-s,not_finetuned,pretrained,24.49,17.84,6.09,0.39,0.0,
UD_Bhojpuri-BHTB,relative,google/canine-s,finetuned,pretrained,28.22,21.62,10.23,1.39,0.0,
UD_Bhojpuri-BHTB,relative,google/canine-c,not_finetuned,not_pretrained,29.23,22.42,12.14,0.91,0.0,
UD_Bhojpuri-BHTB,relative,google/canine-c,not_finetuned,pretrained,20.5,13.79,3.41,0.4,0.0,
UD_Bhojpuri-BHTB,relative,google/canine-c,finetuned,pretrained,20.71,13.74,1.92,0.26,0.0,
UD_Bhojpuri-BHTB,relative,bert-base-multilingual-cased,not_finetuned,not_pretrained,31.79,24.33,14.93,1.82,0.0,
UD_Bhojpuri-BHTB,relative,bert-base-multilingual-cased,not_finetuned,pretrained,35.41,28.27,16.31,1.73,0.0,
UD_Bhojpuri-BHTB,relative,bert-base-multilingual-cased,finetuned,pretrained,36.85,29.02,15.34,1.18,0.0,
UD_Kiche-IU,relative,google/canine-s,not_finetuned,not_pretrained,53.83,43.06,39.66,13.77,0.0,
UD_Kiche-IU,relative,google/canine-s,not_finetuned,pretrained,50.82,40.31,37.52,13.6,0.0,
UD_Kiche-IU,relative,google/canine-s,finetuned,pretrained,58.93,49.25,44.63,16.43,0.0,
UD_Kiche-IU,relative,google/canine-c,not_finetuned,not_pretrained,53.83,43.06,39.66,13.77,0.0,
UD_Kiche-IU,relative,google/canine-c,not_finetuned,pretrained,38.61,25.29,25.16,5.4,0.0,
UD_Kiche-IU,relative,google/canine-c,finetuned,pretrained,42.34,29.81,29.01,7.93,0.0,
UD_Kiche-IU,relative,bert-base-multilingual-cased,not_finetuned,not_pretrained,51.44,42.31,36.93,13.83,0.0,
UD_Kiche-IU,relative,bert-base-multilingual-cased,not_finetuned,pretrained,56.09,45.65,40.46,15.34,0.0,
UD_Kiche-IU,relative,bert-base-multilingual-cased,finetuned,pretrained,70.78,61.16,53.64,22.42,0.0,
UD_Guajajara-TuDeT,relative,google/canine-s,not_finetuned,not_pretrained,51.09,27.9,22.05,5.31,0.0,
UD_Guajajara-TuDeT,relative,google/canine-s,not_finetuned,pretrained,45.55,27.9,25.75,8.06,0.0,
UD_Guajajara-TuDeT,relative,google/canine-s,finetuned,pretrained,44.54,24.71,23.22,3.32,0.0,
UD_Guajajara-TuDeT,relative,google/canine-c,not_finetuned,not_pretrained,51.09,27.9,22.05,5.31,0.0,
UD_Guajajara-TuDeT,relative,google/canine-c,not_finetuned,pretrained,42.69,22.18,21.29,1.29,0.0,
UD_Guajajara-TuDeT,relative,google/canine-c,finetuned,pretrained,42.86,9.41,10.81,0.83,0.0,
UD_Guajajara-TuDeT,relative,bert-base-multilingual-cased,not_finetuned,not_pretrained,46.72,31.93,28.96,7.85,0.0,
UD_Guajajara-TuDeT,relative,bert-base-multilingual-cased,not_finetuned,pretrained,44.37,27.9,25.91,3.32,0.0,
UD_Guajajara-TuDeT,relative,bert-base-multilingual-cased,finetuned,pretrained,45.38,26.05,22.11,0.35,0.0,
UD_Skolt_Sami-Giellagas,relative,google/canine-s,not_finetuned,not_pretrained,18.22,9.18,7.5,0.39,0.0,
UD_Skolt_Sami-Giellagas,relative,google/canine-s,not_finetuned,pretrained,18.35,7.96,7.17,0.67,0.0,
UD_Skolt_Sami-Giellagas,relative,google/canine-s,finetuned,pretrained,18.89,7.02,6.02,0.0,0.0,
UD_Skolt_Sami-Giellagas,relative,google/canine-c,not_finetuned,not_pretrained,18.22,9.18,7.5,0.39,0.0,
UD_Skolt_Sami-Giellagas,relative,google/canine-c,not_finetuned,pretrained,16.6,6.21,4.87,0.0,0.0,
UD_Skolt_Sami-Giellagas,relative,google/canine-c,finetuned,pretrained,5.26,1.35,1.7,0.0,0.0,
UD_Skolt_Sami-Giellagas,relative,bert-base-multilingual-cased,not_finetuned,not_pretrained,18.62,10.39,6.9,0.21,0.0,
UD_Skolt_Sami-Giellagas,relative,bert-base-multilingual-cased,not_finetuned,pretrained,27.8,13.5,11.53,0.67,0.0,
UD_Skolt_Sami-Giellagas,relative,bert-base-multilingual-cased,finetuned,pretrained,26.05,8.77,8.17,0.0,0.0,
UD_Armenian-ArmTDP,relative,google/canine-s,not_finetuned,not_pretrained,31.26,18.89,10.77,2.29,0.0,
UD_Armenian-ArmTDP,relative,google/canine-s,not_finetuned,pretrained,32.21,21.25,13.3,2.65,0.0,
UD_Armenian-ArmTDP,relative,google/canine-s,finetuned,pretrained,42.72,30.41,20.88,3.4,0.0,
UD_Armenian-ArmTDP,relative,google/canine-c,not_finetuned,not_pretrained,31.26,18.89,10.77,2.29,0.0,
UD_Armenian-ArmTDP,relative,google/canine-c,not_finetuned,pretrained,26.96,16.76,10.51,2.59,0.0,
UD_Armenian-ArmTDP,relative,google/canine-c,finetuned,pretrained,30.87,19.57,10.88,2.36,0.0,
UD_Armenian-ArmTDP,relative,bert-base-multilingual-cased,not_finetuned,not_pretrained,32.62,19.94,13.06,3.27,0.0,
UD_Armenian-ArmTDP,relative,bert-base-multilingual-cased,not_finetuned,pretrained,44.08,34.8,28.31,6.21,0.0,
UD_Armenian-ArmTDP,relative,bert-base-multilingual-cased,finetuned,pretrained,63.92,56.78,51.79,8.41,0.0,
UD_Welsh-CCG,relative,google/canine-s,not_finetuned,not_pretrained,43.05,27.9,22.16,1.66,0.0,
UD_Welsh-CCG,relative,google/canine-s,not_finetuned,pretrained,40.16,23.86,20.95,1.73,0.0,
UD_Welsh-CCG,relative,google/canine-s,finetuned,pretrained,47.22,32.97,26.83,2.28,0.0,
UD_Welsh-CCG,relative,google/canine-c,not_finetuned,not_pretrained,43.05,27.9,22.16,1.66,0.0,
UD_Chinese-GSDSimp,2-planar-brackets-greedy,xlm-roberta-base,finetuned,pretrained,81.27,76.61,75.43,58.21,0.0,
UD_Welsh-CCG,relative,google/canine-c,not_finetuned,pretrained,33.34,15.61,13.61,0.26,0.0,
UD_Welsh-CCG,relative,google/canine-c,finetuned,pretrained,31.65,14.86,6.8,0.02,0.0,
UD_Welsh-CCG,relative,bert-base-multilingual-cased,not_finetuned,not_pretrained,35.56,22.32,18.02,1.99,0.0,
UD_Welsh-CCG,relative,bert-base-multilingual-cased,not_finetuned,pretrained,55.08,43.6,37.01,4.29,0.0,
UD_Welsh-CCG,relative,bert-base-multilingual-cased,finetuned,pretrained,65.65,56.99,50.49,5.87,0.0,
UD_Vietnamese-VTB,relative,google/canine-s,not_finetuned,not_pretrained,29.05,16.13,14.77,11.37,0.0,
UD_Vietnamese-VTB,relative,google/canine-s,not_finetuned,pretrained,30.44,16.73,15.54,11.99,0.0,
UD_Vietnamese-VTB,relative,google/canine-s,finetuned,pretrained,38.83,26.83,25.68,19.26,0.0,
UD_Vietnamese-VTB,relative,google/canine-c,not_finetuned,not_pretrained,29.05,16.13,14.77,11.37,0.0,
UD_Vietnamese-VTB,relative,google/canine-c,not_finetuned,pretrained,27.54,11.98,12.24,10.42,0.0,
UD_Vietnamese-VTB,relative,google/canine-c,finetuned,pretrained,27.28,10.4,10.49,9.78,0.0,
UD_Vietnamese-VTB,relative,bert-base-multilingual-cased,not_finetuned,not_pretrained,27.08,14.67,14.78,11.99,0.0,
UD_Vietnamese-VTB,relative,bert-base-multilingual-cased,not_finetuned,pretrained,39.15,31.82,33.79,26.62,0.0,
UD_Vietnamese-VTB,relative,bert-base-multilingual-cased,finetuned,pretrained,55.73,48.62,50.32,41.15,0.0,
UD_Basque-BDT,relative,google/canine-s,not_finetuned,not_pretrained,29.91,20.69,12.17,4.22,0.0,
UD_Basque-BDT,relative,google/canine-s,not_finetuned,pretrained,31.75,22.89,14.66,5.4,0.0,
UD_Basque-BDT,relative,google/canine-s,finetuned,pretrained,54.92,45.81,40.75,14.79,0.0,
UD_Basque-BDT,relative,google/canine-c,not_finetuned,not_pretrained,29.91,20.69,12.17,4.22,0.0,
UD_Basque-BDT,relative,google/canine-c,not_finetuned,pretrained,25.64,16.4,8.35,2.89,0.0,
UD_Basque-BDT,relative,google/canine-c,finetuned,pretrained,46.72,33.73,27.71,9.7,0.0,
UD_Basque-BDT,relative,bert-base-multilingual-cased,not_finetuned,not_pretrained,28.83,19.65,12.27,4.44,0.0,
UD_Basque-BDT,relative,bert-base-multilingual-cased,not_finetuned,pretrained,47.78,40.2,35.93,13.02,0.0,
UD_Basque-BDT,relative,bert-base-multilingual-cased,finetuned,pretrained,74.0,70.15,69.29,26.37,0.0,
UD_Bulgarian-BTB,relative,google/canine-s,not_finetuned,not_pretrained,34.61,26.31,21.39,0.55,0.0,
UD_Bulgarian-BTB,relative,google/canine-s,not_finetuned,pretrained,38.96,30.53,27.6,0.69,0.0,
UD_Bulgarian-BTB,relative,google/canine-s,finetuned,pretrained,67.35,62.02,58.22,1.08,0.0,
UD_Bulgarian-BTB,relative,google/canine-c,not_finetuned,not_pretrained,34.61,26.31,21.39,0.55,0.0,
UD_Bulgarian-BTB,relative,google/canine-c,not_finetuned,pretrained,32.21,21.21,19.19,0.43,0.0,
UD_Bulgarian-BTB,relative,google/canine-c,finetuned,pretrained,55.25,48.45,45.03,0.73,0.0,
UD_Bulgarian-BTB,relative,bert-base-multilingual-cased,not_finetuned,not_pretrained,32.31,25.74,18.18,0.37,0.0,
UD_Bulgarian-BTB,relative,bert-base-multilingual-cased,not_finetuned,pretrained,59.46,54.34,50.93,0.93,0.0,
UD_Bulgarian-BTB,relative,bert-base-multilingual-cased,finetuned,pretrained,88.15,85.07,81.7,1.62,0.0,
UD_Turkish-BOUN,relative,google/canine-s,not_finetuned,not_pretrained,36.04,21.76,13.04,2.49,0.0,
UD_Turkish-BOUN,relative,google/canine-s,not_finetuned,pretrained,36.51,24.32,15.84,3.06,0.0,
UD_Turkish-BOUN,relative,google/canine-s,finetuned,pretrained,56.48,45.55,39.95,6.36,0.0,
UD_Turkish-BOUN,relative,google/canine-c,not_finetuned,not_pretrained,36.04,21.76,13.04,2.49,0.0,
UD_Turkish-BOUN,relative,google/canine-c,not_finetuned,pretrained,35.92,20.08,12.11,0.99,0.0,
UD_Turkish-BOUN,relative,google/canine-c,finetuned,pretrained,50.53,37.31,30.49,4.63,0.0,
UD_Turkish-BOUN,relative,bert-base-multilingual-cased,not_finetuned,not_pretrained,39.91,25.12,15.08,3.6,0.0,
UD_Turkish-BOUN,relative,bert-base-multilingual-cased,not_finetuned,pretrained,50.96,40.79,34.04,6.4,0.0,
UD_Turkish-BOUN,relative,bert-base-multilingual-cased,finetuned,pretrained,71.13,64.51,61.39,10.08,0.0,
UD_Ancient_Greek-Perseus,relative,google/canine-s,not_finetuned,not_pretrained,25.13,17.34,8.89,2.57,0.0,
UD_Ancient_Greek-Perseus,relative,google/canine-s,not_finetuned,pretrained,28.55,20.59,11.77,2.36,0.0,
UD_Ancient_Greek-Perseus,relative,google/canine-s,finetuned,pretrained,53.3,45.93,38.41,7.44,0.0,
UD_Chinese-GSDSimp,arc-hybrid,xlm-roberta-base,finetuned,pretrained,78.92,75.16,75.51,58.83,0.0,
UD_Ancient_Greek-Perseus,relative,google/canine-c,not_finetuned,not_pretrained,25.13,17.34,8.89,2.57,0.0,
UD_Ancient_Greek-Perseus,relative,google/canine-c,not_finetuned,pretrained,25.66,16.4,8.63,2.03,0.0,
UD_Ancient_Greek-Perseus,relative,google/canine-c,finetuned,pretrained,44.5,36.38,28.22,5.88,0.0,
UD_Ancient_Greek-Perseus,relative,bert-base-multilingual-cased,not_finetuned,not_pretrained,23.84,14.91,6.75,2.01,0.0,
UD_Ancient_Greek-Perseus,relative,bert-base-multilingual-cased,not_finetuned,pretrained,32.25,23.83,14.58,3.25,0.0,
UD_Ancient_Greek-Perseus,relative,bert-base-multilingual-cased,finetuned,pretrained,56.83,49.15,41.44,8.06,0.0,
UD_Chinese-GSDSimp,relative,xlm-roberta-base,not_finetuned,not_pretrained,28.39,11.53,12.21,6.2,0.0,
UD_Chinese-GSDSimp,relative,xlm-roberta-base,not_finetuned,pretrained,34.99,25.09,21.63,12.96,0.0,
UD_Chinese-GSDSimp,relative,xlm-roberta-base,finetuned,pretrained,67.47,64.07,64.97,47.55,0.0,
UD_Chinese-GSDSimp,relative,google/canine-s,not_finetuned,not_pretrained,33.89,20.42,16.84,9.01,0.0,
UD_Chinese-GSDSimp,relative,google/canine-s,not_finetuned,pretrained,35.83,27.34,25.01,14.38,0.0,
UD_Chinese-GSDSimp,relative,google/canine-s,finetuned,pretrained,52.76,47.04,45.37,30.77,0.0,
UD_Chinese-GSDSimp,relative,google/canine-c,not_finetuned,not_pretrained,33.74,20.05,16.68,8.75,0.0,
UD_Chinese-GSDSimp,relative,google/canine-c,not_finetuned,pretrained,29.4,19.43,17.49,9.69,0.0,
UD_Chinese-GSDSimp,relative,google/canine-c,finetuned,pretrained,35.13,26.71,24.16,13.99,0.0,
UD_Chinese-GSDSimp,relative,bert-base-multilingual-cased,not_finetuned,not_pretrained,35.0,21.02,16.25,8.68,0.0,
UD_Chinese-GSDSimp,relative,bert-base-multilingual-cased,not_finetuned,pretrained,44.62,38.82,36.55,23.72,0.0,
UD_Chinese-GSDSimp,relative,bert-base-multilingual-cased,finetuned,pretrained,66.93,63.49,63.76,46.53,0.0,
UD_Classical_Chinese-Kyoto,rel-pos,google/canine-s,not_finetuned,not_pretrained,48.81,36.63,34.31,21.39,0.0,
UD_Classical_Chinese-Kyoto,rel-pos,google/canine-s,not_finetuned,pretrained,58.36,47.73,46.19,29.59,0.0,
UD_Classical_Chinese-Kyoto,rel-pos,google/canine-s,finetuned,pretrained,79.7,73.08,72.45,46.41,0.0,
UD_Classical_Chinese-Kyoto,2-planar-brackets-greedy,google/canine-s,not_finetuned,not_pretrained,48.33,33.49,31.59,19.81,0.0,
UD_Classical_Chinese-Kyoto,2-planar-brackets-greedy,google/canine-s,not_finetuned,pretrained,57.91,42.96,41.84,27.37,0.0,
UD_Classical_Chinese-Kyoto,2-planar-brackets-greedy,google/canine-s,finetuned,pretrained,78.61,70.91,69.98,45.29,0.0,
UD_Classical_Chinese-Kyoto,arc-hybrid,google/canine-s,not_finetuned,not_pretrained,44.11,31.29,28.9,18.43,0.0,
UD_Classical_Chinese-Kyoto,arc-hybrid,google/canine-s,not_finetuned,pretrained,50.96,39.2,37.91,24.16,0.0,
UD_Classical_Chinese-Kyoto,arc-hybrid,google/canine-s,finetuned,pretrained,77.86,70.62,69.58,44.92,0.0,
UD_Classical_Chinese-Kyoto,relative,google/canine-s,not_finetuned,not_pretrained,41.33,30.12,27.8,17.4,0.0,
UD_Classical_Chinese-Kyoto,relative,google/canine-s,not_finetuned,pretrained,49.8,40.26,38.76,25.06,0.0,
UD_Classical_Chinese-Kyoto,relative,google/canine-s,finetuned,pretrained,77.92,71.74,70.68,45.63,0.0,
UD_Classical_Chinese-Kyoto,rel-pos,google/canine-c,not_finetuned,not_pretrained,51.02,39.09,36.73,22.87,0.0,
UD_Classical_Chinese-Kyoto,rel-pos,google/canine-c,not_finetuned,pretrained,45.97,34.41,33.31,22.06,0.0,
UD_Classical_Chinese-Kyoto,rel-pos,google/canine-c,finetuned,pretrained,76.76,69.42,68.72,43.89,0.0,
UD_Classical_Chinese-Kyoto,2-planar-brackets-greedy,google/canine-c,not_finetuned,not_pretrained,48.33,33.49,31.59,19.81,0.0,
UD_Classical_Chinese-Kyoto,2-planar-brackets-greedy,google/canine-c,not_finetuned,pretrained,47.79,30.79,29.86,19.59,0.0,
UD_Classical_Chinese-Kyoto,2-planar-brackets-greedy,google/canine-c,finetuned,pretrained,75.51,66.87,65.84,42.65,0.0,
UD_Classical_Chinese-Kyoto,arc-hybrid,google/canine-c,not_finetuned,not_pretrained,44.11,31.29,28.9,18.43,0.0,
UD_Classical_Chinese-Kyoto,arc-hybrid,google/canine-c,not_finetuned,pretrained,37.96,25.48,24.32,16.69,0.0,
